Start Time,End Time,Activity ID,Activity Name,Description,Location Name,Time Zone,Offset,Duration (h:m:s),Elapsed Duration (h:m:s),Moving Duration (h:m:s),Activity Parent,Activity Type,Event Type,Device,Gear,Privacy,File Format,Distance (km),Average Speed (km/h),Average Speed (km/h or min/km),Average Moving Speed (km/h),Average Moving Speed (km/h or min/km),Max. Speed (km/h),Max. Speed (km/h or min/km),Elevation Gain (m),Elevation Loss (m),Elevation Min. (m),Elevation Max. (m),Elevation Corrected,Begin Latitude (°DD),Begin Longitude (°DD),End Latitude (°DD),End Longitude (°DD),Max. Heart Rate (bpm),Average Heart Rate (bpm),Calories,VO2max,Aerobic Training Effect,Anaerobic Training Effect,Avg. Run Cadence,Max. Run Cadence,Stride Length,Steps,Avg. Cadence (rpm),Max. Cadence (rpm),Strokes,Avg. Temp (°C),Min. Temp (°C),Max. Temp (°C)
2021-10-10T10:20:54+19:00,2021-10-10T11:31:03+19:00,7635998989,"209. ESS GDL Vía-Minerva, c'est fini",,Guadalajara,America/Chicago,+19:00,01:00:48,01:10:09,01:00:31,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,13.00897,12.84119968,04:40,12.89758487,04:39,14.51160049,04:08,71,43,1549.2,1603.4,FALSE,20.66014,-103.277711,20.662652,-103.286786,190,176,899,57,4.4,0.6,175.3,184,120.19,10512,,,,26.51274869,24,29
2021-10-10T08:21:44+19:00,2021-10-10T09:32:55+19:00,7635144227,208. ESS GDL Tetlán,,Guadalajara,America/Chicago,+19:00,00:57:04,01:11:11,00:56:21,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,10.7998,11.3579999,05:17,11.49934318,05:13,16.55999966,03:37,37,37,1549.8,1572.6,FALSE,20.660437,-103.281401,20.662284,-103.278386,173,153,645,57,2.6,,165.09,179,111.7,9290,,,,23.32766201,22,26
2021-10-09T07:48:31+19:00,2021-10-09T10:05:26+19:00,7629337084,207. ESS GDL Centro,,Guadalajara,America/Chicago,+19:00,01:48:03,02:16:55,01:46:09,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,17.4598,9.694800282,06:11,9.868940621,06:05,12.56400003,04:47,31,33,1538.6,1558.2,FALSE,20.676511,-103.354511,20.675776,-103.348005,157,135,916,57,2.4,,160.89,233,95.57,17150,,,,24.48646854,21,28
2021-10-07T07:45:00+19:00,2021-10-07T10:07:32+19:00,7618293320,206. ESS GDL Insurgentes,,Guadalajara,America/Chicago,+19:00,01:58:54,02:22:32,01:58:15,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,24.19195,12.20760012,04:55,12.27557654,04:53,15.55200062,03:51,134,96,1541,1577.8,FALSE,20.652725,-103.27775,20.647002,-103.279801,197,164,1489,57,4,2,168.53,233,118.05,19738,,,,22.52695407,19,28
2021-10-05T07:53:19+19:00,2021-10-05T09:53:39+19:00,7607149206,"205. ESS GDL Jardines de San Francisco, Lagos de Oriente",,Guadalajara,America/Chicago,+19:00,01:39:16,02:00:20,01:38:25,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,19.8975,12.02760029,04:59,12.1308364,04:57,15.35039978,03:55,38,36,1535.2,1561.2,FALSE,20.66381,-103.285283,20.663973,-103.27705,170,152,1034,58,2.7,0.1,172.08,192,112.95,16864,,,,19.86510653,18,25
2021-10-03T07:03:19+19:00,2021-10-03T12:11:28+19:00,7597590038,204. ESS GDL Chingos,,Guadalajara,America/Chicago,+19:00,03:37:25,05:08:09,03:35:39,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,44.11182,12.17519989,04:56,12.27334407,04:53,15.8543993,03:47,238,232,1548.4,1591.8,FALSE,20.6708,-103.275536,20.667119,-103.274564,199,163,2667,58,3.9,2.5,171.34,208,115.66,36784,,,,23.55928632,19,30
2021-10-02T07:25:31+19:00,2021-10-02T09:06:28+19:00,7590534078,203. ESS GDL Zona Centro II,,Guadalajara,America/Chicago,+19:00,01:19:20,01:40:57,01:18:23,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,13.18166,9.968400192,06:01,10.08984985,05:57,12.32640009,04:52,64,55,1547,1566,FALSE,20.677435,-103.346692,20.668809,-103.346466,153,128,655,,2.1,,161.81,190,95.03,12666,,,,22.56954846,20,26
2021-10-01T07:56:14+19:00,2021-10-01T10:02:36+19:00,7585224239,"202. ESS GDL Hermosa Provincia, San Joaquín",,Guadalajara,America/Chicago,+19:00,01:25:49,02:06:22,01:24:46,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,17.4871,12.22920027,04:54,12.37812241,04:51,15.62040081,03:50,50,38,1567.2,1577.4,FALSE,20.665172,-103.286689,20.669637,-103.28105,181,152,942,58,2.7,,169.44,182,116.51,14336,,,,21.94070517,19,27
2021-09-29T07:39:38+19:00,2021-09-29T09:43:49+19:00,7574574166,"201. ESS GDL El Zalate, Lomas del Gallo, La Campesina",,Guadalajara,America/Chicago,+19:00,01:36:12,02:04:11,01:30:40,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,17.46405,10.89360008,05:30,11.55757682,05:11,16.02360077,03:45,197,185,1528.2,1583.4,FALSE,20.678585,-103.274265,20.674691,-103.269247,186,150,1006,57,2.7,0.6,158.27,211,111.04,14974,,,,23.18568354,21,28
2021-09-28T07:53:47+19:00,2021-09-28T09:28:01+19:00,7568731773,"200. ESS GDL Aldama, Tetlán, Insurgentes",,Guadalajara,America/Chicago,+19:00,01:25:38,01:34:14,01:23:56,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,17.46614,12.24000034,04:54,12.48517619,04:48,15.82199993,03:48,29,40,1571.6,1586.6,FALSE,20.659894,-103.277721,20.650993,-103.278993,184,161,1068,58,3.2,0.3,169.98,186,117.44,14366,,,,22.95845707,22,28
2021-09-25T07:51:18+19:00,2021-09-25T10:10:10+19:00,7551801551,"199. ESS GDL San Andrés, Insurgentes",,Guadalajara,America/Chicago,+19:00,01:48:38,02:18:52,01:48:11,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,24.01308,13.26240005,04:31,13.31898553,04:30,17.33400021,03:28,66,48,1582.4,1609.2,FALSE,20.657923,-103.29342,20.656621,-103.283917,205,170,1458,58,4.3,4,175.83,193,123.06,18866,,,,22.04061527,19,27
2021-09-24T08:19:59+19:00,2021-09-24T09:50:26+19:00,7545779026,198. ESS GDL Jardines de los Historiadores,,Tlaquepaque,America/Chicago,+19:00,01:09:13,01:30:27,01:08:20,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,14.50296,12.57120037,04:46,12.73492135,04:43,16.05600014,03:44,118,21,1577,1594,FALSE,20.64149,-103.288833,20.642758,-103.281469,196,163,891,57,3.4,2,171.44,216,118.29,11698,,,,23.01840502,21,27
2021-09-22T08:01:49+19:00,2021-09-22T09:29:51+19:00,7534460613,"197. ESS GDL Rancho Blanco, El Rosario",,Tlaquepaque,America/Chicago,+19:00,01:16:10,01:28:02,01:15:07,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,15.17824,11.9592001,05:01,12.12321121,04:57,14.34239988,04:11,36,38,1560.2,1587,FALSE,20.638386,-103.319789,20.629991,-103.321477,183,162,935,56,3.3,0.4,168.83,190,114.18,12696,,,,22.74296218,21,27
2021-09-19T08:27:06+19:00,2021-09-19T10:20:48+19:00,7517885693,196. ESS GDL Analco,,Guadalajara,America/Chicago,+19:00,01:27:53,01:53:42,01:25:19,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,15.35315,10.47960005,05:44,10.79684137,05:33,14.47919941,04:09,52,45,1549,1569.6,FALSE,20.669761,-103.344698,20.667286,-103.341548,163,145,828,57,2.5,,158.84,173,107.23,13812,,,,22.86891885,20,27
2021-09-18T08:33:13+19:00,2021-09-18T10:20:46+19:00,7511492987,195. ESS GDL Atlas II,,Guadalajara,America/Chicago,+19:00,01:19:57,01:47:33,01:18:26,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.26891,12.20760012,04:55,12.44571191,04:49,14.47919941,04:09,57,57,1539.6,1582,FALSE,20.646036,-103.318592,20.640631,-103.318748,194,166,1050,58,3.3,0.8,169.02,180,116.44,13366,,,,23.02531539,21,28
2021-09-16T07:59:39+19:00,2021-09-16T09:12:11+19:00,7499426443,"194. ESS GDL Jardines del Nilo, Jardines de los Poetas, Insurgentes",,Guadalajara,America/Chicago,+19:00,00:56:20,01:12:32,00:55:51,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,11.19568,11.92320013,05:02,12.02906676,04:59,13.77359991,04:21,20,14,1555.8,1571.4,FALSE,20.651154,-103.289402,20.64987,-103.291374,178,151,647,59,2.4,,167,177,114.84,9300,,,,23.5793975,22,29
2021-09-08T07:14:27+19:00,2021-09-08T09:38:34+19:00,7451044407,"193. ESS GDL La Florida, San Andrés, Cantarranas, Aldama Tetlán",,Guadalajara,America/Chicago,+19:00,01:49:03,02:24:07,01:47:01,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,22.96401,12.63599997,04:45,12.87449807,04:40,16.62839985,03:36,41,20,1558.4,1576,FALSE,20.663344,-103.291099,20.658927,-103.291662,184,160,1330,59,3.1,0.4,171.98,186,118.35,18534,,,,21.53256454,19,27
2021-09-07T07:40:19+19:00,2021-09-07T09:17:13+19:00,7444540388,"192. ESS GDL Libertad, Lagos de Oriente",,Guadalajara,America/Chicago,+19:00,01:18:56,01:36:54,01:18:10,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,15.87721,12.07079973,04:58,12.18734555,04:55,15.48360043,03:53,41,20,1561.2,1576.4,FALSE,20.672488,-103.295758,20.672245,-103.286279,173,153,876,59,2.6,0.1,168.92,186,115.13,13178,,,,20.63326534,18,26
2021-09-04T07:10:18+19:00,2021-09-04T09:47:19+19:00,7426228080,191. ESS GDL Atlas,,Guadalajara,America/Chicago,+19:00,02:06:07,02:37:01,02:05:01,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,25.42649,12.09599962,04:58,12.20356327,04:55,16.3907999,03:40,86,58,1542.2,1571,FALSE,20.651469,-103.32737,20.648655,-103.334143,185,158,1478,59,3.2,,171.28,185,114.23,21366,,,,22.72598633,20,27
2021-09-03T07:43:27+19:00,2021-09-03T09:26:34+19:00,7419943102,"190. ESS GDL Barragán Hernández, La Aurora, Ferrocarril",,Guadalajara,America/Chicago,+19:00,01:12:28,01:43:07,01:11:25,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,14.368,11.89439964,05:03,12.07113186,04:58,14.54399986,04:08,24,29,1521.8,1557.2,FALSE,20.667076,-103.346096,20.658308,-103.344779,173,147,754,59,2.4,,168.12,187,110.96,12010,,,,19.69113928,19,24
2021-09-01T07:45:27+19:00,2021-09-01T09:11:14+19:00,7407996734,189. ESS GDL Olímpica,,Guadalajara,America/Chicago,+19:00,01:01:21,01:25:47,00:59:43,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.6981,12.42000017,04:50,12.7589919,04:42,14.17679987,04:14,40,18,1532.6,1550.2,FALSE,20.657236,-103.330171,20.653154,-103.326592,172,151,668,59,2.2,,169.88,188,116.21,10310,,,,22.59394066,21,26
2021-08-31T07:18:01+19:00,2021-08-31T09:00:26+19:00,7401823772,"188. ESS GDL San Andrés, Sta. María de Silo, Agustín Yañez",,Guadalajara,America/Chicago,+19:00,01:26:02,01:42:25,01:25:20,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,17.73552,12.36960039,04:51,12.46915235,04:49,15.65280018,03:50,29,12,1535.4,1565.4,FALSE,20.664041,-103.298008,20.669556,-103.296175,172,155,957,59,2.7,,170.42,182,116.59,14488,,,,23.09937061,21,28
2021-08-28T07:13:02+19:00,2021-08-28T10:44:56+19:00,7385347580,"187. ESS GDL La Aurora, El Rosario, Lázaro Cardenas",,Guadalajara,America/Chicago,+19:00,02:37:20,03:31:54,02:36:34,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,33.15834,12.64680004,04:45,12.70694,04:43,15.55200062,03:51,119,87,1531.8,1568.2,FALSE,20.655104,-103.344886,20.650831,-103.342033,190,162,1949,59,3.4,1.1,171.67,193,119.95,26720,,,,21.684173,19,26
2021-08-27T07:13:05+19:00,2021-08-27T08:26:22+19:00,7378862402,"186. ESS GDL Del Periodista, Quinta Velarde",,Guadalajara,America/Chicago,+19:00,01:01:21,01:13:17,01:00:58,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,12.57898,12.3012002,04:53,12.37797252,04:51,17.09640026,03:31,34,28,1538.8,1557.2,FALSE,20.663445,-103.333794,20.659109,-103.334592,187,155,698,59,2.4,0.3,170.19,193,117.7,10338,,,,21.11985982,19,25
2021-08-26T07:20:54+19:00,2021-08-26T09:17:30+19:00,7373655897,"185. ESS GDL San Eugenio, Cuauhtémoc",,Guadalajara,America/Chicago,+19:00,01:35:12,01:56:36,01:33:37,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,19.21193,12.1067997,04:57,12.31252451,04:52,14.41079922,04:10,110,95,1530.4,1564.6,FALSE,20.680435,-103.294326,20.681259,-103.288255,176,153,1017,58,2.7,,168.77,226,115.85,15914,,,,22.43926545,20,27
2021-08-25T06:54:28+19:00,2021-08-25T09:14:25+19:00,7367720165,"184. ESS GDL Jardines de Guadalupe, Libertad, San Andres",,Guadalajara,America/Chicago,+19:00,01:53:09,02:19:57,01:51:56,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,22.62416,11.99520006,05:00,12.12665261,04:57,14.97959919,04:00,45,43,1550,1570.2,FALSE,20.665128,-103.305279,20.672763,-103.30248,185,158,1305,58,3.1,,167.7,240,115.96,18732,,,,22.41620195,21,27
2021-08-24T07:51:24+19:00,2021-08-24T09:18:45+19:00,7361585031,"183. ESS GDL Aaron Joaquín, El Zalate",,Guadalajara,America/Chicago,+19:00,01:10:10,01:27:21,01:08:48,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,13.56547,11.59919958,05:10,11.83155525,05:04,16.1567997,03:43,95,93,1532,1573.8,FALSE,20.684496,-103.278391,20.679024,-103.277042,188,153,783,58,2.6,0.1,165.61,232,112.65,11452,,,,22.3784278,19,28
2021-08-22T08:24:14+19:00,2021-08-22T10:47:43+19:00,7351056091,"182. ESS GDL Las Conchas, San Carlos, Analco",,Guadalajara,America/Chicago,+19:00,01:50:09,02:23:29,01:49:20,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,23.12733,12.59640026,04:46,12.69169594,04:44,16.96319962,03:32,57,58,1552.8,1573.8,FALSE,20.668236,-103.338753,20.661476,-103.340782,191,158,1272,58,3.3,1.2,171.94,191,118.43,18728,,,,25.10523973,22,29
2021-08-20T07:53:34+19:00,2021-08-20T09:16:00+19:00,7338253210,"181. ESS GDL Obrera, Unidad Modelo",,Guadalajara,America/Chicago,+19:00,01:00:08,01:22:26,00:58:39,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,11.49523,11.46960039,05:14,11.76127369,05:06,19.58400021,03:04,34,15,1531.4,1556,FALSE,20.6651,-103.332977,20.664035,-103.333016,170,146,593,58,2.2,,166.86,198,109.67,9926,,,,23.64657708,21,27
2021-08-19T07:37:39+19:00,2021-08-19T09:22:17+19:00,7332494424,"180. ESS GDL San Rafael, San Andrés",,Guadalajara,America/Chicago,+19:00,01:31:44,01:44:38,01:31:09,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,Pegs 38,public,fit,18.76296,12.27239971,04:53,12.34998674,04:51,14.54399986,04:08,27,19,1570.4,1584.4,FALSE,20.663199,-103.292779,20.654335,-103.294036,187,160,1108,58,3,0.3,170.81,192,117.54,15502,,,,22.59028782,21,27
2021-08-18T07:38:53+19:00,2021-08-18T09:16:36+19:00,7326555064,"179. ESS GDL Vicente Guerrero, Jardines de los Historiadores",,Guadalajara,America/Chicago,+19:00,01:25:59,01:37:43,01:25:42,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.89926,11.79360008,05:05,11.83224538,05:04,13.60440016,04:25,71,42,1556.2,1578.2,FALSE,20.645941,-103.300856,20.645005,-103.291339,178,150,885,58,2.7,,169.94,178,113.47,14486,,,,23.98193156,22,28
2021-08-17T07:25:19+19:00,2021-08-17T09:08:12+19:00,7320525472,178. ESS GDL San Andrés,,Guadalajara,America/Chicago,+19:00,01:32:55,01:42:53,01:30:47,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,17.8819,11.5487998,05:12,11.81738986,05:05,14.1407999,04:15,34,29,1562.8,1584.8,FALSE,20.664586,-103.304138,20.657461,-103.304912,174,151,981,58,2.8,,166.22,183,112.79,15288,,,,24.15903124,22,27
2021-08-15T09:13:00+19:00,2021-08-15T10:31:32+19:00,7309935267,177. ESS GDL San Juan De Dios,,Guadalajara,America/Chicago,+19:00,00:57:09,01:18:32,00:56:11,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,11.46381,12.03479977,04:59,12.24359754,04:54,14.94719982,04:01,38,30,1592.4,1604,FALSE,20.674235,-103.34036,20.675417,-103.338192,,,862,,,,163.58,180,122.73,9586,,,,24.65343934,22,29
2021-08-14T08:07:10+19:00,2021-08-14T10:17:56+19:00,7303822375,"176. ESS GDL Magaña, Medrano, Hormiguero",,Guadalajara,America/Chicago,+19:00,01:41:53,02:10:46,01:40:08,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,20.43708,12.03479977,04:59,12.24531482,04:54,14.04000034,04:16,48,26,1583,1596,FALSE,20.650494,-103.309221,20.659197,-103.307694,175,154,1131,59,2.9,,168.78,208,114.87,17006,,,,22.54483906,19,27
2021-08-13T07:53:54+19:00,2021-08-13T09:27:38+19:00,7297757141,"175. ESS GDL Reforma, San Juan de Dios II",,Guadalajara,America/Chicago,+19:00,01:18:10,01:33:44,01:17:48,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.85226,12.93479977,04:38,12.99649558,04:37,14.7456007,04:04,71,44,1547.6,1564.8,FALSE,20.670725,-103.344031,20.66722,-103.335341,184,167,1076,59,3.6,0.2,171.31,180,121.31,13234,,,,23.70261263,22,28
2021-08-07T08:41:10+19:00,2021-08-07T09:53:12+19:00,7262245267,"174. ESS GDL Magaña, San Antonio",,Guadalajara,America/Chicago,+19:00,01:10:40,01:12:02,01:10:26,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,14.94159,12.68639975,04:44,12.72949683,04:43,14.47919941,04:09,29,36,1552.6,1568.8,FALSE,20.656313,-103.318405,20.662383,-103.315172,186,168,1023,59,4,,172.33,182,121.17,12052,,,,24.45092295,21,28
2021-08-06T07:08:10+19:00,2021-08-06T08:30:02+19:00,7256018716,"173. ESS GDL Real, Revolución",,Guadalajara,America/Chicago,+19:00,00:47:14,01:21:52,00:46:52,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,9.57955,12.16800041,04:56,12.26361139,04:54,37.82159843,01:35,36,35,1546.6,1557.8,FALSE,20.66525,-103.33314,20.662183,-103.325599,171,147,529,59,2.1,,170.92,200,116.49,7984,,,,20.64449028,19,27
2021-08-05T07:42:22+19:00,2021-08-05T09:24:39+19:00,7250710495,"172. ESS GDL Olímpica, Universitaria",,Guadalajara,America/Chicago,+19:00,01:18:44,01:42:17,01:17:43,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,16.36342,12.47039995,04:49,12.63360169,04:45,15.28199959,03:56,72,77,1539.4,1573.6,FALSE,20.656101,-103.318757,20.650831,-103.31555,179,154,916,59,3,,170.3,201,119.43,13256,,,,22.14876719,20,26
2021-08-04T08:19:27+19:00,2021-08-04T09:28:30+19:00,7244915036,171. ESS GDL Los Arrayanes,,Guadalajara,America/Chicago,+19:00,00:55:49,01:09:03,00:55:21,Any Activity Type,Running,Uncategorized,Forerunner 645 Music 7.0.0.0,,public,fit,11.49435,12.35519972,04:51,12.4593543,04:49,15.98759995,03:45,9,6,1560.8,1572,FALSE,20.673706,-103.280911,20.677159,-103.274021,177,155,673,59,2.8,,170.44,180,118.77,9412,,,,23.3467307,21,28
